,MLSNumber,Street,City,Price,BR,Bath,Footage,PricePerSqft,Zipcode
638,1072118,222 Larkspur,Santa Maria,440000,2,2,1682.0,261.59334126040426,93455
639,1072119,3336 Harbor,Paso Robles,150000,2,1,819.0,183.15018315018315,93446
640,1072120,1130 Woodside,San Luis Obispo,709000,3,3,2211.0,320.6693803708729,93401
641,1072121,1613 Ramona,Grover Beach,309000,2,2,1060.0,291.50943396226415,93433
642,1068026,4287 Brentwood,Santa Maria,399999,3,2,1656.0,241.54528985507247,93455
643,1072123,1455 Primavera,Nipomo,599900,3,2,1668.0,359.652278177458,93444
644,1070076,4720 Mallard,Paso Robles,399000,3,3,1768.0,225.6787330316742,93446
645,1072125,3510 Yosemite,Paso Robles,639000,8,4,4356.0,146.69421487603304,93446
646,1070079,1424 Pacific,Cayucos,2875000,3,3,1850.0,1554.054054054054,93430
647,1072128,2664 River,Paso Robles,799900,3,3,2712.0,294.94837758112095,93446
648,1065985,1443 Newport,Arroyo Grande,626000,5,2,2744.0,228.134110787172,93420
649,1072132,247 Silver Oak,Paso Robles,649000,4,3,3220.0,201.5527950310559,93446
650,1072135,11805 Cenegal,Atascadero,699900,4,2,2368.0,295.5658783783784,93422
651,1072139,704 Southbrook,Lompoc,394900,4,3,1987.0,198.74182184197284,93436
652,1072140,200 Village Circle,Lompoc,184900,2,2,1263.0,146.3974663499604,93436
653,1072141,603 Via Firenze,Arroyo Grande,939000,3,4,2619.0,358.53379152348225,93420
654,1072143,1640 Leah,Paso Robles,579000,4,4,2681.0,215.96419246549794,93446
655,1072144,1046 Samantha,Paso Robles,399900,3,2,1448.0,276.1740331491713,93446
656,1072145,1184 Bauer,Santa Maria,325000,4,2,1299.0,250.1924557351809,93455
657,1072148,633 Ramona,Los Osos,235000,2,2,1296.0,181.32716049382717,93402
658,1072149,801 Terry,Santa Maria,349900,3,2,1302.0,268.7403993855607,93455
660,1072151,195 Foothill,Pismo Beach,1295000,3,3,2456.0,527.2801302931596,93449
661,1072152,432 Exeter,Cambria,1495000,4,4,3625.0,412.41379310344826,93428
662,1072153,2843 Cottage,Paso Robles,358000,3,3,1481.0,241.72856178257933,93446
663,1072154,1442 Manhattan,Grover Beach,429000,2,1,984.0,435.9756097560976,93433
664,1072155,2230 Valley Oaks,Arroyo Grande,2285000,4,7,5654.0,404.1386628935267,93420
665,1072156,107 Indio,Pismo Beach,2495000,3,2,1593.0,1566.227244193346,93449
666,1068061,3395 Higuera,San Luis Obispo,119000,2,1,908.0,131.05726872246697,93401
667,1070111,2725 Hawk View,Arroyo Grande,1125000,4,4,2770.0,406.13718411552344,93420
668,1072160,1865 Silva,Santa Maria,429000,3,2,1570.0,273.2484076433121,93454
669,1072161,621 Valley Oak,Solvang,851200,3,4,2360.0,360.6779661016949,93463
670,1072987,1720 Rio Vista,Santa Maria,279500,2,2,1078.0,259.2764378478664,93454
671,1072166,1002 Stokes,Santa Maria,340000,4,2,1435.0,236.93379790940767,93454
672,1072167,1633 Front,Oceano,340000,2,2,1126.0,301.9538188277087,93445
673,1072168,402 Evergreen,Santa Maria,292000,4,2,1604.0,182.04488778054863,93454
674,1072169,519 Taylor,Santa Maria,48000,2,2,1440.0,33.333333333333336,93458
675,1072170,518 Bluerock,San Luis Obispo,825000,3,3,2018.0,408.82061446977207,93401
676,1072171,2349 Eastbury,Santa Maria,349900,3,3,1896.0,184.54641350210971,93455
677,1072172,5760 Olmeda,Atascadero,385000,3,3,1460.0,263.6986301369863,93422
678,1072173,5750 Olmeda,Atascadero,355000,2,2,1003.0,353.938185443669,93422
679,1072174,710 School,Santa Maria,305000,3,2,1540.0,198.05194805194805,93454
680,1072175,229 Branch,San Luis Obispo,649000,3,2,1223.0,530.6623058053966,93401
681,1072177,7900 Cortez,Atascadero,369000,3,2,1200.0,307.5,93422
682,1072179,22313 F,Santa Margarita,350000,3,1,920.0,380.4347826086956,93422
683,1072180,829 Camino Colegio,Santa Maria,299000,3,1,1080.0,276.85185185185185,93458
684,1063989,678 Randall,Cambria,975000,3,3,2426.0,401.8961253091509,93428
685,1072184,1383 Fairway,San Luis Obispo,687000,4,2,1657.0,414.60470730235363,93405
686,1072185,567 Bernardo,Morro Bay,795000,3,4,2112.0,376.42045454545456,93442
687,1072186,1460 25th,Oceano,479900,3,2,1583.0,303.15855969677824,93445
688,1062829,3231 Live Oak,Santa Ynez,1395000,3,2,2300.0,606.5217391304348,93460
689,1072188,621 Nicklaus,Paso Robles,359900,3,3,1621.0,222.02344231955584,93446
690,1072190,71 Chuparrosa,San Luis Obispo,650000,3,3,1703.0,381.6793893129771,93401
691,1072191,4660 Silver Saddle,Paso Robles,289000,3,2,1215.0,237.86008230452674,93446
693,1072193,105 8th,Cayucos,1150000,4,3,2500.0,460.0,93430
694,1072194,410 Peachtree,Paso Robles,650000,3,3,2158.0,301.2048192771084,93446
695,1072195,413 12th,Paso Robles,415000,2,1,1175.0,353.1914893617021,93446
696,1072196,224 Kern,Morro Bay,1236000,3,3,2100.0,588.5714285714286,93442
697,1072197,2983 Courtney,Lompoc,530000,3,3,2429.0,218.1967888019761,93436
698,1070150,1480 Penman Springs,Paso Robles,499000,2,2,1344.0,371.2797619047619,93446
699,1070151,553 Palisade,Santa Maria,529000,4,3,2746.0,192.64384559359067,93454
700,1070152,616 4th,Paso Robles,299000,2,2,1110.0,269.3693693693694,93446
701,1072201,475 South Bay,Morro Bay,159000,1,1,600.0,265.0,93442
702,1072203,818 Alvin,Santa Maria,339000,4,2,1368.0,247.80701754385964,93454
703,1072204,58 Los Palos,San Luis Obispo,489500,3,2,1293.0,378.5769528228925,93401
704,1072205,2237 Cordoban,Santa Maria,359900,3,3,1874.0,192.04909284951975,93455
705,1072206,2920 Avenida Caballo,Santa Ynez,1495000,3,3,2644.0,565.4311649016641,93460
706,1072208,2406 Balboa,Lompoc,229000,3,2,1342.0,170.6408345752608,93436
707,1072209,10506 Cuesta,Atascadero,310000,3,2,1680.0,184.52380952380952,93422
708,1072210,1594 Stormy,Paso Robles,459000,3,2,1625.0,282.46153846153845,93446
709,1066139,295 Ash,Cayucos,1495000,4,5,2890.0,517.3010380622837,93430
710,1073095,1207 Dorothy,Paso Robles,379900,3,2,1026.0,370.2729044834308,93446
711,1072215,8155 San Andres,Atascadero,424900,2,1,1584.0,268.2449494949495,93422
712,1072216,541 Bakeman,Arroyo Grande,379900,2,1,1008.0,376.88492063492066,93420
713,1072217,151 View Park,Santa Maria,275000,3,2,1409.0,195.1738821859475,93455
714,1072218,1545 Camino Mariposa,Nipomo,849900,4,2,2404.0,353.53577371048254,93444
715,1072219,760 Huntington,Cambria,529000,2,3,1765.0,299.7167138810198,93428
716,1072221,656 Nipomo Oaks,Nipomo,425000,3,3,1584.0,268.30808080808083,93444
717,1066078,723 Balboa,Grover Beach,600000,3,3,2133.0,281.29395218002816,93433
718,1072223,126 Florin,Pismo Beach,1425000,3,2,2050.0,695.1219512195122,93449
719,1066080,185 3rd,Shandon,289000,4,3,1672.0,172.8468899521531,93461
720,1068129,691 Price,Pismo Beach,569000,2,2,884.0,643.6651583710408,93449
721,1072226,1308 Willow,Lompoc,329900,4,2,1220.0,270.40983606557376,93436
722,1072227,1771 Lyn,Arroyo Grande,1269000,4,3,3115.0,407.3836276083467,93420
723,1072228,1018 Susan,Santa Maria,389000,3,2,1828.0,212.80087527352296,93455
724,1072229,234 Kim Sue,Buellton,539000,3,3,1596.0,337.719298245614,93427
725,1072230,374 Junipero,San Luis Obispo,739000,3,3,2076.0,355.9730250481696,93401
726,1072231,9900 Carmelita,Atascadero,874900,3,3,2253.0,388.3266755437195,93422
727,1072233,1101 Shannon,Arroyo Grande,739000,4,3,1682.0,439.3579072532699,93420
728,1072234,1012 Upper Los Berros,Nipomo,950000,2,2,3000.0,316.6666666666667,93444
729,1068139,7345 San Gregorio,Atascadero,515000,4,3,1816.0,283.59030837004406,93422
730,1072237,210 Las Flores,Nipomo,531900,3,2,1857.0,286.4297253634895,93444
731,1072238,880 Alyssum,San Luis Obispo,529000,2,2,1078.0,490.7235621521336,93401
732,1072240,7055 Adelaida,Paso Robles,1745000,4,3,2240.0,779.0178571428571,93446
733,1072241,1160 Royal Oak,Arroyo Grande,899000,3,3,2480.0,362.5,93420
734,1072242,2665 Edgewood,Paso Robles,535000,3,3,2000.0,267.5,93446
735,1072244,538 Garnet,Santa Maria,399900,4,3,1879.0,212.8259712613092,93454
736,1072245,4750 Blosser,Santa Maria,184900,2,2,1600.0,115.5625,93455
737,1068150,1786 Trilogy,Nipomo,769000,2,2,1911.0,402.407116692831,93444
738,1072247,2861 Ridge,Santa Ynez,2995000,3,4,4931.0,607.3818698032853,93460
739,1072249,266 Foxenwood,Santa Maria,599777,3,2,2066.0,290.3083252662149,93455
740,1072250,530 Santa Cruz,Santa Maria,359900,3,2,1426.0,252.3842917251052,93455
741,1072251,217 Cima De Colina,Pismo Beach,1150000,3,3,2502.0,459.6322941646683,93449
742,1072253,680 Golden Grove,Arroyo Grande,819000,4,3,2584.0,316.9504643962848,93420
743,1072254,2410 K,Santa Margarita,250000,4,3,2016.0,124.0079365079365,93453
744,1072256,501 Heritage,Los Alamos,589000,4,2,2112.0,278.88257575757575,93440
745,1072257,114 Brookline,Templeton,469000,3,2,1833.0,255.86470267321332,93465
746,1071979,928 Torrey Pines,Paso Robles,449000,3,3,1537.0,292.1275211450878,93446
747,1072262,1623 Pacific Grove,Santa Maria,259000,3,3,1491.0,173.70892018779344,93454
748,1070215,1823 Nathan,Nipomo,715000,3,2,2007.0,356.25311410064774,93444
749,1072264,1170 Redberry,Nipomo,615000,3,2,2250.0,273.3333333333333,93444
750,1072265,480 Mar Vista,Los Osos,435000,2,2,827.0,525.9975816203143,93402
751,1072266,1255 Orcutt,San Luis Obispo,169000,2,1,800.0,211.25,93401
752,1072267,2504 Calderon,Santa Maria,465000,4,3,2275.0,204.3956043956044,93455
753,1072268,1290 Kenwood,Santa Barbara,1349900,4,4,1988.0,679.0241448692153,93109
754,1070221,657 Matthew,Arroyo Grande,935000,3,3,2665.0,350.84427767354595,93420
755,1072270,731 Piney,Morro Bay,579000,2,3,1475.0,392.54237288135596,93442
756,1072271,1617 Ramona,Grover Beach,299900,2,2,1060.0,282.92452830188677,93433
757,1072272,1308 A,Lompoc,342900,3,2,1815.0,188.92561983471074,93436
758,1072274,658 Woodland,Arroyo Grande,589000,3,2,1615.0,364.70588235294116,93420
759,1070275,5350 Olive Hill,Santa Maria,729000,4,3,3344.0,218.0023923444976,93455
760,1072276,4428 Village Knoll,Santa Maria,419500,3,2,1421.0,295.2146375791696,93455
761,1072277,313 M,Lompoc,180000,3,2,1371.0,131.2910284463895,93436
762,1069540,1215 Golden,Santa Maria,245000,3,2,1040.0,235.57692307692307,93458
763,1072280,586 Binscarth,Los Osos,429000,2,2,1181.0,363.2514817950889,93402
764,1072281,9167 Casero,Atascadero,469900,4,3,2251.0,208.751665926255,93422
765,1073143,1619 Western,Santa Maria,295000,3,2,1053.0,280.1519468186135,93458
766,1072283,1726 Adelyne,Santa Maria,325000,3,2,1445.0,224.9134948096886,93454
767,1072284,8445 Los Osos,Atascadero,725000,4,3,2574.0,281.66278166278164,93422
768,1072286,230 Menlo,Buellton,498000,3,2,1668.0,298.56115107913666,93427
769,1072287,2804 Cottage,Paso Robles,355000,3,3,1197.0,296.5747702589808,93446
770,1072288,1007 Jacqueline,Nipomo,699900,3,3,2325.0,301.03225806451616,93444
771,1072289,265 Moon Dance,Santa Maria,359000,3,3,1347.0,266.5181885671863,93455
772,1072290,1057 Armstrong,Lompoc,379900,3,2,1247.0,304.6511627906977,93436
773,1072291,1280 Saint Andrews,Nipomo,639000,3,3,2121.0,301.2729844413013,93444
774,1072292,425 Soares,Santa Maria,375500,2,2,1246.0,301.36436597110753,93455
775,1072294,14595 Morro,Atascadero,589000,3,3,2064.0,285.36821705426354,93422
776,1070250,1430 Railroad,Oceano,310000,2,2,935.0,331.55080213903744,93445
777,1072528,6050 Brighton,Cambria,1390000,6,6,3120.0,445.5128205128205,93428
778,1072304,374 Pier,Oceano,449000,4,2,1230.0,365.0406504065041,93445
779,1072307,1900 Lincoln,Santa Maria,130000,3,2,1240.0,104.83870967741936,93458
780,1072308,292 Sunrise Terrace,Arroyo Grande,285000,2,2,1484.0,192.04851752021563,93420
781,1072309,849 Vista Del Sol,Santa Maria,65000,2,2,1248.0,52.083333333333336,93458
782,1072312,1009 Walnut,Lompoc,165000,2,2,935.0,176.47058823529412,93436
783,1070265,185 Andre,Arroyo Grande,1250000,4,4,3199.0,390.7471084713973,93420
784,1072314,932 Jacqueline,Nipomo,794900,3,3,2703.0,294.0806511283759,93444
785,1072316,765 Mesa View,Arroyo Grande,197500,4,2,1560.0,126.6025641025641,93420
786,1072317,2760 Cedar,Morro Bay,550000,2,2,976.0,563.5245901639345,93442
787,1070848,3866 Berwyn,Santa Maria,79000,2,2,1650.0,47.878787878787875,93455
788,1072319,247 Brisa Del Mar,Lompoc,518000,3,2,2360.0,219.4915254237288,93436
789,1072320,1249 Westbrook,Lompoc,389000,3,2,1791.0,217.19709659408153,93436
790,1072323,2531 Cienaga,Oceano,159000,2,1,720.0,220.83333333333334,93445
791,1066180,1031 Walnut,San Luis Obispo,669000,3,2,1326.0,504.52488687782807,93401
792,1072325,610 Sunrise,Santa Maria,250000,2,2,1129.0,221.43489813994685,93455
793,1072327,629 Northbrook,Lompoc,370000,3,3,1652.0,223.97094430992735,93436
794,1068237,9215 North Forty,Atascadero,1088000,4,4,5323.0,204.39601728348674,93422
795,1070292,3900 Hillview,Santa Maria,369500,3,2,1124.0,328.7366548042705,93455
796,1064149,1180 The Pike,Arroyo Grande,449000,3,2,1513.0,296.76140118968937,93420
797,1070295,768 El Morro,Los Osos,499900,2,2,1779.0,281.00056211354695,93402
798,1071653,1115 Bell,Lompoc,175000,3,2,1436.0,121.86629526462396,93436
799,1070277,7235 Nonpariel,Paso Robles,899000,3,3,2445.0,367.68916155419225,93446
800,1070313,2101 Sunset,Morro Bay,499000,2,1,970.0,514.4329896907217,93442
801,1070314,1425 New Wine,Templeton,699999,3,2,2406.0,290.93890274314214,93465
802,1068267,2625 Nutmeg,Morro Bay,899000,3,3,2368.0,379.64527027027026,93442
803,1073140,1353 Costa Brava,Pismo Beach,1299000,3,2,2059.0,630.8887809616318,93449
804,1070329,1182 Pacific Pointe,Arroyo Grande,424900,3,2,1326.0,320.43740573152337,93420
805,1066238,1489 Country,Santa Ynez,1399999,5,5,3162.0,442.7574320050601,93460
806,1063809,1150 Button Sage,Arroyo Grande,1850000,5,7,5510.0,335.7531760435572,93420
807,1069954,2233 Meridian,Lompoc,327900,3,3,1460.0,224.58904109589042,93436
808,1073011,7355 Graves Creek,Atascadero,399950,2,1,1296.0,308.6033950617284,93422
809,1070919,1305 Riverside,Lompoc,208900,3,2,1448.0,144.26795580110496,93436
810,1070355,6335 Wild Horse,Paso Robles,675000,4,3,2760.0,244.56521739130434,93446
811,1068309,2907 Mills,Cambria,442500,2,2,1286.0,344.0902021772939,93428
812,1072965,1053 Trevor,San Luis Obispo,599000,3,3,1756.0,341.11617312072894,93401
813,1068311,888 Saint Mary,Cayucos,997000,2,3,1702.0,585.7814336075205,93430
814,1073028,740 Linwood,Santa Maria,375000,3,2,1794.0,209.03010033444815,93455
815,1070362,345 Tiger Tail,Arroyo Grande,379000,2,2,1312.0,288.8719512195122,93420
816,1070371,579 Camino Mercado,Arroyo Grande,353000,2,2,1053.0,335.2326685660019,93420
817,1070374,960 Vista Verde,Nipomo,559900,4,2,2244.0,249.50980392156862,93444
818,1067569,3575 Blackhawk,Templeton,627000,3,2,1724.0,363.6890951276102,93465
819,1068328,947 Salisbury,Santa Maria,279900,4,3,1578.0,177.3764258555133,93454
820,1068335,715 Leland,Paso Robles,460000,3,2,1405.0,327.4021352313167,93446
821,1071943,3591 Sacramento,San Luis Obispo,549000,3,3,1659.0,330.9222423146474,93401
822,1066294,1772 Blue,Nipomo,885000,3,4,3049.0,290.2591013447032,93444
823,1070393,850 StageCoach,Arroyo Grande,699000,3,2,1656.0,422.1014492753623,93420
824,1070399,633 Mayten,Santa Maria,360900,4,3,2061.0,175.10917030567686,93458
825,1070400,765 Mesa View,Arroyo Grande,99000,2,2,1440.0,68.75,93420
826,1054017,3520 Creston,Paso Robles,1975000,11,11,7732.0,255.43197102948784,93446
827,1068354,701 Sierra Madre,Santa Maria,299900,3,2,1320.0,227.1969696969697,93454
828,1072011,534 Northpoint,Santa Maria,325000,4,3,1580.0,205.69620253164558,93455
829,1068358,13898 Diamond Springs,Santa Margarita,199900,3,2,1300.0,153.76923076923077,93453
830,1068360,2101 Tularosa,Lompoc,515000,3,2,1440.0,357.6388888888889,93436
831,1072012,2950 Burton,Cambria,419000,2,2,946.0,442.91754756871035,93428
832,1071671,3060 Country,Santa Ynez,1099000,5,5,4885.0,224.97441146366427,93460
833,1065521,175 Foxenwood,Santa Maria,348000,2,3,2073.0,167.8726483357453,93455
834,1070418,509 Putnam,Porterville,152900,3,2,1417.0,107.90402258292167,93257
835,1070419,547 Kevin,Porterville,329500,4,4,2614.0,126.05202754399387,93257
836,1070423,124 16th.,Paso Robles,479900,4,2,1682.0,285.3151010701546,93446
837,1070427,5350 Hillcrest,Cambria,675000,3,2,2259.0,298.804780876494,93428
839,1070429,3872 Seperado,Atascadero,575000,3,4,1931.0,297.7731745209736,93422
840,1070432,975 Fredensborg Canyon,Solvang,1150000,4,3,3211.0,358.1438804110869,93463
841,1069627,14270 Morningside,Atascadero,665000,3,3,1650.0,403.030303030303,93422
842,1070436,3171 Ocean,Cayucos,1197000,3,4,2885.0,414.9046793760832,93430
843,1070439,451 Deer Canyon,Buellton,659900,3,3,1929.0,342.0943494038362,93427
844,1052008,6685 El Pomar,Templeton,2250000,5,7,7050.0,319.1489361702128,93465
845,1066345,7450 Santa Cruz,Atascadero,849500,4,5,5279.0,160.92062890698995,93422
846,1070444,295 Broadway,Santa Maria,52000,2,2,1536.0,33.854166666666664,93454
847,1066351,1146 Ash,Arroyo Grande,351000,3,3,1217.0,288.4141331142153,93420
848,1070448,130 Conover,Templeton,775000,3,2,2379.0,325.76712904581757,93465
850,1070450,22335 J,Santa Margarita,305000,2,1,1000.0,305.0,93453
851,1068408,14175 Morro,Atascadero,675000,3,2,1574.0,428.84371029224906,93422
852,1070458,1213 Ann,Santa Maria,339900,3,2,1228.0,276.79153094462544,93454
853,1070460,555 Crown Hill,Arroyo Grande,639000,3,2,1900.0,336.3157894736842,93420
854,1072021,1710 Condado Vista,Arroyo Grande,2350000,4,6,4160.0,564.9038461538462,93420
855,1070466,579 Camino Mercado,Arroyo Grande,290000,2,2,960.0,302.0833333333333,93420
856,1070467,4405 Rosita,Atascadero,429900,3,2,1552.0,276.9974226804124,93422
857,1070468,2726 Brisa Blanda,Arroyo Grande,589000,3,2,1725.0,341.4492753623188,93420
858,1069975,3 La Entrada,San Luis Obispo,759000,4,3,2244.0,338.2352941176471,93405
859,1068428,765 Mesa View,Arroyo Grande,155000,3,2,1536.0,100.91145833333333,93420
860,1068432,2607 Johnson,San Luis Obispo,899900,4,3,1754.0,513.0558722919042,93401
861,1069976,2875 Baseline,Santa Ynez,1650000,4,4,3196.0,516.270337922403,93460
862,1070482,2583 Hemlock,Morro Bay,697000,3,3,1678.0,415.3754469606675,93442
863,1068185,1250 Hans Park,Solvang,733000,3,2,1634.0,448.5924112607099,93463
864,1068437,6855 Golden Pheasant,Creston,595000,3,1,1200.0,495.8333333333333,93432
865,1073049,67 South,San Luis Obispo,569000,2,2,1102.0,516.3339382940109,93401
866,1070488,1212 Flora,Arroyo Grande,899000,3,3,1860.0,483.3333333333333,93420
867,1069636,429 Santa Anita,Santa Maria,439999,3,2,1511.0,291.19722038385174,93455
868,1070493,5667 Gato,Goleta,769000,3,2,1494.0,514.7255689424364,93117
869,1070156,349 Downing,Santa Maria,330000,3,2,1290.0,255.8139534883721,93455
870,1068449,4942 Bucktail,Paso Robles,254000,2,2,1165.0,218.02575107296138,93446
871,1072970,2430 Parkhill,Santa Margarita,399900,2,1,1556.0,257.0051413881748,93453
872,1070512,12005 San Antonio,Atascadero,949000,5,4,3449.0,275.1522180342128,93422
873,1070106,4670 Rolling Hills,Paso Robles,429000,3,2,1898.0,226.02739726027397,93446
874,1068468,221 Crosby,Nipomo,395000,3,2,1400.0,282.14285714285717,93444
875,1069982,1523 Kronborg,Solvang,749900,3,2,2093.0,358.2895365504061,93463
876,1070518,479 Plymouth,Cambria,765000,3,3,1601.0,477.8263585259213,93428
877,1062328,7586 Balboa,Atascadero,891000,5,6,5476.0,162.7100073046019,93422
878,1071690,2310 Sunset,San Luis Obispo,999000,4,3,2460.0,406.0975609756098,93401
879,1072928,141 Flag,Paso Robles,255000,2,2,1120.0,227.67857142857142,93446
880,1071675,1012 Patterson,Santa Maria,649000,3,3,2586.0,250.96674400618716,93455
881,1070531,14320 El Monte,Atascadero,649000,4,3,2558.0,253.71383893666928,93422
882,1073020,661 Rosemary,Arroyo Grande,1245000,4,3,3300.0,377.27272727272725,93420
883,1070534,1773 6th,Los Osos,699777,3,3,2500.0,279.9108,93402
884,1070536,8900 Junipero,Atascadero,418700,3,2,1586.0,263.99747793190414,93422
885,1070537,175 3rd,Shandon,225000,3,2,1034.0,217.60154738878143,93461
886,1064394,1852 Nathan,Nipomo,949900,2,3,2812.0,337.8022759601707,93444
887,1070539,4680 San Vicente,Atascadero,355000,3,2,1342.0,264.53055141579733,93422
888,1070541,739 Bolen,Paso Robles,450000,3,2,1865.0,241.28686327077747,93446
889,1070544,3786 Wendy,Santa Maria,489900,4,3,2374.0,206.36057287278854,93455
890,1073059,1750 19th,Oceano,749000,3,3,1902.0,393.79600420609887,93445
891,1068500,1781 Manhattan,Grover Beach,324000,2,3,1112.0,291.36690647482015,93433
892,1070551,2175 Cass,Cayucos,659000,2,2,1152.0,572.0486111111111,93430
893,1065892,1126 Foster,Santa Maria,299000,3,3,1800.0,166.11111111111111,93455
894,1072037,330 Highway 246,Buellton,199000,3,2,1593.0,124.92153170119272,93427
895,1070562,1516 Cherry,Lompoc,304900,4,2,1192.0,255.78859060402684,93436
896,1068518,3057 Higuera,San Luis Obispo,105000,3,2,1300.0,80.76923076923077,93401
897,1066471,428 Dorset,Cambria,750000,3,3,2260.0,331.85840707964604,93428
898,1070568,101 Equestrian,Arroyo Grande,729900,3,2,2127.0,343.15937940761637,93420
899,1070571,715 Creston,Paso Robles,779000,8,8,3676.0,211.91512513601742,93446
900,1072622,1330 Winegrape,Templeton,879000,4,4,2937.0,299.2849846782431,93465
901,1066580,462 Camino Perrillo,Arroyo Grande,1196000,4,2,2400.0,498.3333333333333,93420
902,1070586,1309 Richard,San Luis Obispo,949000,4,3,2875.0,330.0869565217391,93401
903,1068539,2531 Cienaga,Oceano,243000,2,2,1362.0,178.41409691629957,93445
904,1068541,1533 Osos,San Luis Obispo,749900,3,2,1204.0,622.8405315614618,93401
905,1073041,2638 Vineyard,Paso Robles,529900,5,2,1671.0,317.115499700778,93446
906,1072043,463 Dixson,Arroyo Grande,679000,4,3,2306.0,294.44926279271465,93420
907,1071702,7710 Valle,Atascadero,560000,3,2,1776.0,315.31531531531533,93422
908,1071703,14541 De Luz,Santa Margarita,270000,2,2,1640.0,164.6341463414634,92679
909,1070605,1687 Northwood,Nipomo,729900,3,2,1835.0,397.76566757493185,93444
910,1070607,606 Newlove,Santa Maria,229900,2,2,1246.0,184.5104333868379,93454
911,1070608,521 Daisy,Lompoc,327000,4,2,2110.0,154.97630331753555,93436
912,1071704,110 Avocado,Nipomo,359000,3,2,1120.0,320.5357142857143,93444
913,1066516,1710 Bilbao,Santa Maria,350000,3,3,2143.0,163.32244517032197,93454
914,1071705,1229 Gibson,Santa Maria,359900,3,2,1932.0,186.28364389233954,93454
915,1056280,960 Ridgecrest,Nipomo,1199999,5,6,5521.0,217.35174787176237,93444
916,1073004,4320 Cascade,Paso Robles,176000,2,2,1632.0,107.84313725490196,93446
917,1073071,2905 Alta,Los Olivos,925000,3,4,2132.0,433.86491557223263,93441
918,1070620,2437 Cumbre,San Luis Obispo,949000,4,3,2922.0,324.7775496235455,93401
919,1071706,95 Via San Carlos,Paso Robles,84900,3,2,1248.0,68.02884615384616,93446
920,1070623,1819 Kings,Paso Robles,287000,2,2,1088.0,263.7867647058824,93446
921,1070624,84 Alydar,Paso Robles,749000,5,3,2683.0,279.16511367871783,93446
922,1066530,2420 Mesa Ranch,Arroyo Grande,1049000,4,3,3223.0,325.47316165063603,93420
923,1072974,561 14th,Grover Beach,555000,2,2,1300.0,426.9230769230769,93433
924,1073073,246 Ridge,Pismo Beach,675000,3,2,1425.0,473.6842105263158,93449
925,1073074,1289 Edison,Santa Ynez,739000,4,4,1990.0,371.356783919598,93460
926,1072687,609 Palomar,Lompoc,541000,4,3,2631.0,205.6252375522615,93436
927,1070640,1010 Oak Glen,Santa Ynez,995000,3,3,2362.0,421.25317527519053,93460
928,1070641,4445 Village Knoll,Santa Maria,409000,3,2,1421.0,287.82547501759325,93455
929,1066550,113 Via Bandolero,Arroyo Grande,925000,3,3,3114.0,297.0456005138086,93420
930,1068600,2766 Tennessee Walker,Paso Robles,315000,3,2,1728.0,182.29166666666666,93446
931,1071711,288 Falcon Crest,Lompoc,779900,4,4,3269.0,238.57448761089017,93436
932,1073077,63 Six Flags,Buellton,545000,3,2,1504.0,362.3670212765957,93427
933,1070659,1746 Bilbao,Santa Maria,339900,3,2,1674.0,203.04659498207886,93454
934,1070660,7400 Portola,Atascadero,530000,3,2,1936.0,273.7603305785124,93422
935,1073078,4750 Blosser,Santa Maria,179900,3,2,1900.0,94.6842105263158,93455
936,1072907,708 Heather,Nipomo,337000,3,2,1296.0,260.0308641975309,93444
937,1071816,3410 Willowood,Santa Maria,270000,3,2,1158.0,233.16062176165804,93455
938,1071714,160 Carrillo,Nipomo,315000,2,2,995.0,316.5829145728643,93444
939,1070691,900 Fir,Lompoc,770000,3,3,3500.0,220.0,93436
940,1070676,810 Del Rio,San Luis Obispo,829000,5,3,2394.0,346.28237259816206,93405
941,1073081,344 Capistrano,Pismo Beach,2295000,4,4,3558.0,645.0252951096121,93449
942,1070685,430 Montebello Oaks,Paso Robles,489000,3,3,1836.0,266.33986928104576,93446
943,1070688,830 Fresno,Pismo Beach,899000,3,3,2500.0,359.6,93449
944,1070689,3976 Berwyn,Santa Maria,245500,2,2,1488.0,164.98655913978496,93455
945,1068643,10280 Belmont,Santa Margarita,90000,1,1,600.0,150.0,93453
946,1070692,181 Highland,Santa Maria,379900,4,2,1367.0,277.9078273591807,93455
947,1070698,553 Majestic,Santa Maria,329900,3,2,1274.0,258.9481946624804,93455
948,1070701,908 Colebrook,Santa Maria,278000,3,2,1276.0,217.86833855799372,93458
949,1070708,3860 Higuera,San Luis Obispo,192300,3,2,1152.0,166.92708333333334,93401
950,1066617,6610 Buckley,Cambria,1250000,4,4,4700.0,265.9574468085106,93428
951,1072064,840 Clearview,San Luis Obispo,559500,2,3,1676.0,333.83054892601433,93405
952,1070723,5660 Moonstone Beach,Cambria,995000,2,3,1418.0,701.6925246826517,93428
953,1071382,1119 Alvin,Santa Maria,369000,3,2,2015.0,183.12655086848636,93458
954,1073089,2050 Oak,Arroyo Grande,1149000,3,2,2291.0,501.5277171540812,93420
955,1070728,6015 Burgandy,Paso Robles,489000,3,3,2065.0,236.8038740920097,93446
956,1072781,3460 Santa Maria,Santa Maria,164900,2,2,882.0,186.96145124716554,93455
957,1072749,3057 Higuera,San Luis Obispo,285000,2,2,1440.0,197.91666666666666,93401
958,1068689,1870 Costa Del Sol,Pismo Beach,659000,3,3,1499.0,439.62641761174115,93449
